Source,Question,reply
forum," I'm a bit confused on how we run ""check"" with the practice exams, it asks me ""Are you sure you're in the right directory?"" Also, it's alright for me to make visual changes to sqlite in the exam right? That is, setting these: .header on .mode column It changes the look of the columns to be more similar with psql which I am more comfortable with, but I'm afraid it might cause issues if the check solutions use diff or something like that Oh okay, so it's safe to make modifications to change the formatting? Did you figure out how to solve the issue with check? I'm running it in the same directory that I unzipped the files into and get the same error. No I didn't :("," You don't run sqlite3 directly in the exam. There's a script called sql that you use that does the formatting like what you asked for. The testing, however, is run using raw sqlite3 , without nice formatting. For your first query, make sure that you are in the correct directory before running ""check"". For your second query, please note that the exam testing scripts all run without formatted columns and show their results without formatted columns."
forum," How will the prac component be marked? If we have a query that doesn't 'compile' but is close to the answer or have a query that doesn't pass the test but is similar, are marks still allocated?"," It will be marked automatically.  However, as we did for the assignments, we may go through some odd cases manually. Try to have your prac answers as correct as possible."
forum," For relational algebra, will we have to bother using Rename to rename columns so we can natural join properly? Or would we not have to like in the 12s1 exam? EDIT: Also, for example, 12s1 did not mention the use of GROUP BY, MIN/MAX, COUNT operators for the relational algebra part (Q12), so, if they question doesn't state anything about it, are we still allowed to use them?", Yes for both.
forum," On dia there is no underline for text. Is it okay if we make the primary keys BOLD and ITALICS instead? You can use the dropdown menu in the editing palette to select 'ER' - you will then have access to Entities, Relationships etc, with the ability to customise each. https://webcms3.cse.unsw.edu.au//static/uploads/pic/z5084643/e7fa44363d3a2a4b1cd4831c3d8bd5c05c78e6cc57ebb41ce6fedd87aaad593d/Screen_Shot_2018-06-07_at_10.51.52_pm.png @Simon, do you know if its possible to give the relation line an arrow? haven't been able to figure it out... Its also super rigid and hard to lay out Could just use normal lines, but liked the fact that it was possible to toggle between Nah, I'm not sure if you can - I'm just going to use a bold/regular normal line with/without arrows for participation/relationships...", Bold will then be fine to indicate primary keys. Updated: You can use underline as shown by Simon above. Please see below an example of an ER diagram drawn using dia software with ER type: To have an arrow just double-click on the line and modify its start or end.  You can also specify thick lines as well as use underline for a key attribute (as Simon showed above).  Please do export your ER diagram as a png file by right clicking on the canvas and selecting File > Export ... https://webcms3.cse.unsw.edu.au//static/uploads/pic/z2286838/87f2a4e1800e90e2bdaeed4f33e11053edcea39326a265741b191817ba214c13/Capture.png
forum, will the final ask us to setting up database using sqlite? or is the database is set up for us already?, It will be already set up for you.
forum, Would the exam provide us with a q?_expected file similar to what has been provided in the 2012 exam zip file, Yes.
forum," If some functional dependencies are lost after BCNF decomposition, can we say that the new schema produced is not in 3NF?", Yes
forum, do we write each prac q from scratch or are there templates in place in qX.sql Thanks. Was also wondering if the prac section was only marked automatically? ie we get no marks if we don't pass any tests despite how close our program was to being correct, There will be templates qx.sql similar to a1 and 12s1 exam that mainly specify the query name as well as the required attributes and their name.
forum, Are we expected to get the assignment 2 marks before exam?, Unlikely. Does it matter? You should be trying to maximise your exam mark regardless of your assignment mark.
forum," Will answers be released for the week 5 6 and 7 pracs? I didnt realise they were just a url at the bottom of the solutions until week 3 were they were seperate documents, Thanks for the help :)", Aren't they already released?
forum,  Is all content in the extended lecture slides examinable?, This topic is examinable as mentioned in Week 12 Review lecture slides.  I also added an extended version of the lecture slides as well as John's video that gives more details about view serialisability which is less restrictive than conflict serialisability. Only if we did cover the content in the main lecture slides and more details about it are in the extended ones.
forum," Can we use 'limit' for sql in the exam? because I heard we can't use it in our ass1 Yeah, I want to use it with order by, like q3 in 12s1 exam, I need to find the most players, so I use order by to sort my result and use limit to get the first one I think that could cause issues if they changed the database so that there were 2 results with the most players instead of 1. so use 'max' is better right? I believe that won't return a tuple. You could do a subquery. E.g. select * from items where cost = (select max(cost) from items) EDIT: But if you just want the max value max should be fine I believe."," limit is a hack and violates the relational idea behind relational databases. It also introduces a certain degree of non-determinism (i.e. the result set is dependent on the internally-determined order that tuples are delivered). If you insist on using it, it should always be used in conjunction with order by"
forum," Hi, is it normal that my ass2 mark is ""N/A"", but checking the submission shows my mark? Still can't view mine, I have a '?' where the mark should be. Also tried collecting it on webcms, but still 'not marked yet'. Seems ok for me now. Thanks!"," SMS had the wrong permissions on the mark, so Webcms3 couldn't read it. Now fixed ... I think. Please note that not all marks are finalised.  We are still in the process of marking them."
forum, I have been getting my hands on Sqlite3. I am used to psql and I don't know why is it not working properly. I have set up environment using priv srvr then source ...... and then pgs start. I am trying these commands: sqlite3 a2.db .tables Its totally blank and select statements are also not working. But psql is fine it shows everything., You are mixing up between the two DBMSs.  We do not need PostgreSQL to use SQLite.  They are independent. I advise you to go through Prac Exercise 01 first to familiarise yourself with SQLite.
forum, For ER diagram question in exam. Which drawing tool we need to use? Or which drawing tools will be be available? I have installed Dia but its not working. I downloaded Xquartz for it also. When I click on Dia app it closes and Xquartz window opens? thanks!, This question has been answered elsewhere ... dia and xfig. Best to use it through VLab. No need to install. Environment is closer to what you get in the exam.
forum, Is it possible to be asked a question where we need to create/modify a database or table schema using SQL syntax? Or will the practical component consist of strictly query-writing exercises? ," Yes it is possible in both practical and written questions.  However, if the question is a practical one then we will be asking you to do that using SQLite. You wrote a whole assignment where you did a lot more than ""just"" connecting to the database and asking queries. But Rachid would know best, since he's writing the exam."
forum," If trigger is tested in the practical part of the exam, do we need to write it using Sqlite?"," If triggers are in the practical part of the exam, then, yes, you'll need to use sqlite's triggers, since we're not running PostgreSQL servers in the final exam."
forum," PHP Final Exam Questions Will we be able to use the functions provided in ass2 for any php questions in the final exam (i.e. dbOneTuple, mkSQL, etc)?"," Yes. However, we will remind you about them the same way it is done in Q10 of 12s1 exam."
forum," Will we have any question on writing sql functions in prac exam? Will the marking on that be lenient? E.g. if we make  syntax  errors here and there, but the way we implemented was correct."," No, since we are using only SQLite for the prac part of the exam. But you may have questions about writing SQL functions in the written part of the exam. Obvious syntax errors such as missing a semi-column or misspelling reserved words will not be penalized."
forum," In the exam, if there are multiple candidate keys for a BCNF decomposition, if some do not preserve FD, do we have to try to find one that does? Or could any decomposition be fine for full marks."," As always, it depends what the question asks for. If it asks for dependency preserving and your answer isn't, then your answer is wrong."
forum," Hey guys, when I do the revision, I find a different explanation on BCNF decomposition algorithm. Notes that in the algorithm attached it intents to has Z=[all attributes]- X+ instead of having Z=[all attributes]- X (without +, this is what we had in the lecture slides). In addition, when I apply this algorithm on the question 5 of past paper of 2009, I got (ABC)(CD)(DE)(EF) instead of (CD) (EF) (AB) (AC) (AE). Are there actually two different algorithms that we use for BCNF decomposition? https://webcms3.cse.unsw.edu.au//static/uploads/pic/z5119641/7c72d96c9c1bc54314571830465932577696dd0ab480031cedec70f2976a9b90/Screen_Shot_2018-06-02_at_6.38.43_PM.png", Most of the decomposition algorithms are non-deterministic so there are multiple solutions
forum," In the  /home/cs3311/public_html/archive/exam/12s1, I cant't find db file for exam 12s1, only pizza.db show up."," Read the notice ""Final Exam Revision Material"" I posted on 24/05/2018. I referred to the file: /home/cs3311/web/18s1/pracs/exam/exam.zip for you to practice 12s1 past exam. A copy of the database (footy.db) is included in this zip file."
forum, Can we have more sample exams?, There should be plenty under http://www.cse.unsw.edu.au/~cs3311/archive/exam/ But beware ... they're not all my exams and the course ran quite differently when other people taught it.
forum," Hello, for the 09s1 exam, where can we download the db file? http://www.cse.unsw.edu.au/~cs3311/archive/exam/09s1/index.html above is the link. you can find it by: Lecture -> Week12 -> Past Exams -> 09s1"," Where's the 09s1 exam? I can't see it attached to the web site? The URL corresponds to the directory: /home/cs3311/public_html/archive/exam/09s1 If you go into that directory, the database is in the file  db.dump.sql That was one of the few times we used PostgreSQL in the final exam. If you want to practice on something more like this year's final exam, convert the database to SQLite format. A similar database is used in Prac Exercise 05 ( https://cgi.cse.unsw.edu.au/~cs3311/18s1/pracs/05/index.php ) for which both PostgreSQL and SQLite solutions are provided."
forum," Can we access the drawing tool ""Dia"" installed in CSE machine during exam? Hi, John. One more question, could you please list all the drawing tools available in exam? I found that there is some inconvenience using some drawing tools. Thank you, John. Super fast response."," Yes. Only dia and xfig, as far as I know."
forum, Please upload answer for past exam to facilitate revision. The earlier the better. Thank you thank you for the prompt reply, Done.
forum," Hi, I completely forgot to choose a seating preference, I will still be given a seat right? Darn. Oh well, thanks for the prompt reply!", Of course. Do you think we'd let you escape the Final Exam?
forum," When I try to run /home/cs3311/bin/check in the directory which the footy.db is in I got following error message. ""Are you sure you're in the right directory?"" Does anyone know where should we use the check command for 12s1 past paper? Thanks in advance!", Did you load the view you are checking into your database?
forum," So do we have lecture this week? Yes, thank you."," By ""this week"", do you mean Week 13? If it is the case, there will be no lectures in Week 13 for COMP3311 course."
forum," Hey, how do you get column names in SQLite? Is it possible? In PSQL, I was able to produce tables with column names on top where as in SQLite, I'm unable to do this (only returns the list of items without column names. Thank you!", .headers on Try using SQLite's .help command
forum," Getting an error when trying to start the postgreSQL server... and its not the usual ""server was not shut down cleanly last time"" error. How do i fix this? https://webcms3.cse.unsw.edu.au//static/uploads/pic/z5109929/29113f5239d22261ed814d3dd36e53c1fd49e9abb9e72a79b4a9112d9dc7dddf/pgs_error.jpg I am getting the same error. max_connections value is 5 I'm getting the same error again. I assume there's just too many people running servers at the moment? Same here...it's frustrating OK thanks, I also have the same error someone else posted about below postgre server does not start correctly.", Could you check your postgresql.conf file under /srvr/ YOU /pgsql and let me know what value is associated with max_connections ? Thanks. This requires some remedial action. I'll start with asking for cooperation.
forum, When will marks be released for Assignment 1 (now that a sample solution is out)? Have the marks been released? Have the marks been released now? It looks like they've been released now, Later this week Not yet. Not for all.  Still working on the ones that the automarking failed to pick up.
forum," In the forum under assignment 2: The last response that I can see from the lecturer was 5 days ago (question was on submissions though), and before that 9 days ago. I need to know the answers for many of these questions in the forum before I can be confident submitting my assignment. I don't expect super quick responses, but any responses would be very helpful. I know the deadline is still a week away, but it is quite scary the thought of submitting and moving on from this assignment, not realizing I could have done something quite incorrect. When is the earliest we could get some official responses for these questions? Feeling a bit stressed. Thank you so much"," I'm very busy this weekend on some other work, so won't be able to answer queries until Monday. Rachid has been having problems staying subscribed to Wecbms3 forums, so he hasn't been getting email alerts that new posts have been made. I'll answer whatever ones come through my inbox."
forum, John is not making video explaining the content anymore :(??? They are so useful though One for Relational design and normalisation would really help. Thanks!," All of those ones were made last year, for the PG database course. I haven't been making any this year so far. What topics do you want videos for? I can probably make a few more now. All the database videos I've made are actually on a YouTube play list https://www.youtube.com/playlist?list=PLWpbPk2i8Qw... You might find the ones you want there. I imagine that Rachid will eventually link them to the course web site. I think there might be a bug on one of the normalisation videos, though. I'll have to remember which one and re-shoot it."
forum, Not sure why the server is not working now was working fine yesterday. Is it because too many people have servers running? https://webcms3.cse.unsw.edu.au//static/uploads/pic/z5113284/315b24714441f0654186e2599ee4229c6009b71ec47e5f7d499cdd1b31edbeda/notworking.png Thanks seems to be working now. psql -l failed the first time (Fatal: the database system is starting up) but when i tried it gain it worked. I think it just took awhile to load.," The Log you posted is the normal output. Note that the last line says ""database system is ready to accept connections"" The pgs command is sometimes a bit pessimistic in its reporting. Did you try psql -l"
forum," Can I ask why GE is not in the table this semester but appear in the next year? <u></u> https://webcms3.cse.unsw.edu.au/https://webcms3.cse.unsw.edu.au/static/uploads/pic/z5093599/27c40f2fd4afd02002b7f5be84cc10d106ef36dce17461fcc8f4880b54175bec/Capture.png Can we regard this MR rule as a default for every program? Since if we don't find the rule and read it we don't know it is related to second level at all. https://webcms3.cse.unsw.edu.au/https://webcms3.cse.unsw.edu.au/static/uploads/pic/z5093599/e7dd5b5c79c1f83987373e25d21b1303285bf8ba26b88d7bc8fee884b953f715/Capture.png There are a lot of rules with the name 'GE maturity', could we go by name?"," According to the rules, students can't take Gen Ed courses until they've completed 48UC, which wouldn't be the case until their second year of study (which presumably isn't 11s2) It's not directly related to second level anyway. The 48UC minimum is the real requirement ... that generally means second year, because you typically take 8 courses (i.e. 48 UC). If a student failed a course or two in first year, they wouldn't be eligible for GE until they'd taken some more courses in second year. It's not default. It needs to be in the rule set for the program before you apply it. No. Look for MR rules and then look for the academic object set they apply to. The names are arbitrary and inconsistent across programs."
forum," Does anyone else see a grade already there for quiz 3 in the marks link on webcms...?  I haven't even submitted the quiz... why worry about it if it gives you the full 2.5 marks anyways lol... same yep, ive got the same thing"," Thanks Blake for letting us know. I mistakenly processed q3 mark as equal to 2.5*q1raw/4 instead of 2.5*q3raw/4 where q3raw is your quiz#3 mark out of 4.  The system went on and calculated q3 since q1raw (or quiz#1 mark out of 4) is already available.  Hence, every one who submitted quiz#1 had the same mark for quiz#3.  Unfortunately, for some of you, I fixed it now !!"
forum, somebody send help plsss why can't I load my solution properly? https://webcms3.cse.unsw.edu.au//static/uploads/pic/z5126964/fd1fdf7c052a86bf04d9e4cf26781d5e8785bfcef8680b9ad769ca6fd7468d9e/Screen_Shot_2018-04-13_at_21.14.50.png thanks heaps :D, You need to specify the path to where your a1.sql is stored since it is not found in the current directory.
forum," how do i use select check_qx() to test my view's correctness? i tried but it tells me that my view does not exist. Errr.... i am wandering the check_qx() function is checking a default version in CERTAIN directory but not testing the one i modified, that is why it keep telling me that it cant fine the views, so where could i find the a1.sql that the Check is testing?"," The check_qX() functions need to be loaded into the same database as all of the views that you've written. Alternatively, the check_qX() functions assume that the views are loaded."
forum," for question 9, if a tuple is like this: ID      | gtype   | gdefby  | definition 2801 | subject | pattern | GEOS3###,{GEOS4721;BIOS3721} should the result return all subjects matching GEOS3###, and ignore {GEOS4721;BIOS3721} or ignore both GEOS3###,{GEOS4721;BIOS3721} the 9d_expected seems to ignore both, and return NULL Please Clarify. Thank you", Ignore both.  Please see similar question in Assignment 1 thread.
forum," Can anyone help me with this please? I have tried doing it over and over, but its still not working. It looks like the pgsql didn't install properly and I need to remove it? https://webcms3.cse.unsw.edu.au//static/uploads/pic/z5130780/71d103f0f8c7a1ee774df5ff7fd4d3c67fda2410be11536eb5e0fe7545114f0e/Screen_Shot_2018-03-29_at_11.42.59_am.png This is what happened after I run the commands. and this is the script In /srvr/z5130378/env. https://webcms3.cse.unsw.edu.au//static/uploads/pic/z5130378/e838a9dd43095cc1023d78af05024f9d7ff8d370eaa28a43fdb638dbfe85a9fc/Screen_Shot_2018-03-29_at_2.20.17_PM.png Its working now! Thank you so much!"," Since I can't see your precise setup, this is hard to work out. First, did you run priv srvr? Next, what's in the file /srvr/z5130378/env? What do you see if you run the commands: echo $PATHecho $PGDATA ? That's an old setup (e.g. COMP3311 17s1). Your env file should look like YOU=$(/usr/bin/id -nu) PGHOME=/usr/lib/postgresql/9.4 export PGPORT=5432 export PGDATA=/srvr/$YOU/pgsql export PGHOST=$PGDATA export LD_LIBRARY_PATH=$PGHOME/lib export PATH=$PGHOME/bin:~cs3311/bin:$PATH Try changing the contents of your env file to this and see whether that fixes it. If not, go back to the ""Setting up your PostgreSQL server"" lab and set up your server again."
forum," Are the quizzes always going to come out on Thursday and be due on Sunday? It doesn't seem like much time, particularly if someone is busy/away for a weekend - would it be possible to have more time in general? I think thats a good option. Is there even a big issue with having a week to do it? I know its a small quiz, but sometimes theres some study/revision that is necessary beforehand and its always nice to get a bit of time to prepare for the quiz content-wise", There are/will be only 4/5 small questions on these quizzes and they will take 20 minutes (maybe 30 minutes at the most) to do them.  I can release them one day earlier and/or add one extra day (and make them due by Monday midnight) if this can help students who are busy/away on the weekend. Others who also have similar concerns about quizzes please do let me know.
forum," Hi, by any chance we can be given access to the solutions of exercises in the given lecture slides? thx", The solutions for the exercises we do in the lecture are available to students by clicking on the [Solution] link at the bottom of the slides where the exercises are given.  Please let me know which one(s) is(are) not available.
forum," Hi, regarding assignment 1, I'm finding Q1 a bit ambiguous; which grades would be counted as 'has studied' from the UNSW grades list: https://student.unsw.edu.au/grade The specs provide the following statement, although, in my mind having 'studied' a particular subject does not necessarily mean it was successfully completed. ""note that the mark alone is not sufficient to determine whether a student has successfully completed a course; they need a passing grade to ensure this (the set of grades indicating a pass includes SY, PC, PS, CR, DN, HD ... there is also a PT grade which is no longer used but is included to allow us to deal with old data)"" I have done a search including all the grades I would consider as having 'studied' a course, although get a few more results than that from the q1_expected table. Some clarification on the grades counted as 'studied' would be appreciated, Thank you"," Hello Simon, Q1 says ""Define an SQL view Q1(unswid,name) that gives the student id and name of any student who has studied more than 65 courses at UNSW"".  And you are right while saying: ""'studied' a particular subject does not necessarily mean it was successfully completed"". Then you went on and looked at the type of grades that determines a pass which is unnecessary. Actually ""studied a course"" in Q1 means simply ""enrolled in the course"" (irrespective of what mark and grade the student got) and there is a table in the database that records this information. Hope this is clear."
forum," Hi, For assignment 1, I know my SQL statement for Q1 produces the correct output, but when I enter ""select check_q1();"" it returns ""no q1 view; did it load correctly?"" I re-saved my updated a1.sql but still not working. How am I supposed to get it to load correctly?", It looks like you did not load your a1.sql since the view Q1 is not known.  Remember you need to do something similar to the following steps to check that your solutions are correct: $ dropdb a1 ... remove any existing DB $ createdb a1 ... create an empty database $ psql a1 -f ..../mymyunsw.dump ... load the MyMyUNSW schema and data $ psql a1 -f ..../check.sql ... load the checking code $ psql a1 -f a1.sql ... load your solution You can do that incrementally after writing your answers to the questions one by one.
forum," Hi, I am doing assignment 1, but I always get error "" psql: FATAL: sorry, too many clients already "" when I run ""psql a1"". Can you increase the limit?"," No. Because you are the server administrator for your own PostgreSQL server, not us. This kind of question really needs someone to look at exactly what you're doing to have any chance of diagnosing the problem. For a start, are you working on your own machine or on a CSE machine? Are you on Grieg? Have you run ""priv srvr""? Have you run your own PostgreSQL server? If all of that's true, then start looking, using the Linux ""ps"" command, at whether you've got any suspended ""psql"" processes hanging around. If you do, ""fg"" them and ""\q"" them to make them go away. If none of that works, come to a consultation session (Wed 10-11 in K17-410)."
forum, Is assignment 1 meant to be visible yet? I can see it on upcoming due dates but get a permission error when clicking the link. I don't think it can be viewed yet. Even I'm getting the permission error," Ellen and Varnika, Asignment 1 is not visible yet. It will be released sometime in Week 3."
forum," Hi I have question about the 3311 lab. I saw 9311 have lab but 3311 doesn't, so comp3311 doesn't have lab right? thanks!"," COMP3311 doesn't have lab classes. However, it has Prac Exercises which have the same function (getting you to practice using technologies), but which you do in your own time. We'll have consultations where you can get help on these exercises if you get stuck."
forum," Hi, Would like some clarification. Under assessment only quizzes, assignment 1 and 2, and exams are part of our final mark. Would you like use to submit anything for the ""exercises"" and ""prac work"" listed under ""Course Work""? If yes, where? Thanks"," Hello Alvin, Theory Exercises and Prac Work are not submittable.  However, you are highly recommended to do them in your own time as a practice and revision for final exam (both written and practical).  And most importantly, you will not fully understand the concepts introduced in lecture classes without you going through and doing them. Thank you. Best regards, Rachid"
forum, Are lectures recorded? i'm asking for a friend. for a friend ( ͡° ͜ʖ ͡°)," They're scheduled to be recorded in Echo360. I've linked the shell moodle site to Echo360, and I'll put a link to the moodle site under Lectures Stupid me. The links were already there. John, I have already done it."
